sample_id,precursor,filename,d_um,D_f,r2,n_scales
C01-L,L,C01-L-08.tif,10.672225711295019,1.031391461338022,0.743291283522848,7
C01-L,L,C01-L-08.tif,15.474963182004808,1.0445091316280088,0.9447871241486407,8
C01-L,L,C01-L-08.tif,15.174610769202658,1.044038974775514,0.8883603706622129,8
C01-L,L,C01-L-08.tif,7.241587890625639,1.0457684627293702,0.888621549167886,8
C01-L,L,C01-L-08.tif,9.748879055259684,1.0897137143079234,0.8212831779011018,8
C01-L,L,C01-L-08.tif,12.507316334285655,1.056449735789454,0.913101686206514,8
C01-L,L,C01-L-08.tif,5.957302953501169,1.0352689898833092,0.8024265370876339,6
C01-L,L,C01-L-08.tif,9.726059377288495,1.0264544704839462,0.8736432915679856,7
C01-L,L,C01-L-08.tif,6.941681291470363,,,0
C01-L,L,C01-L-08.tif,11.696809575554774,1.0322991141429365,0.6508483375360401,7
C01-L,L,C01-L-08.tif,8.566880312422551,1.0974365079423012,0.856805130688576,8
C01-L,L,C01-L-08.tif,9.213178512111671,1.0350569233616413,0.5146689196989608,6
C01-L,L,C01-L-08.tif,15.857919306137537,1.0691841475565051,0.9389190751249386,8
C01-L,L,C01-L-08.tif,9.42100790261667,1.0970365332682572,0.842667334161081,8
C01-L,L,C01-L-08.tif,10.837513378129787,1.090757165207747,0.7783876998358497,8
C01-L,L,C01-L-08.tif,7.638384887552759,1.104663617513174,0.838817890249226,8
C01-L,L,C01-L-08.tif,13.08531722463832,1.0762180324793706,0.7921733670512093,8
C01-L,L,C01-L-08.tif,10.128950776573637,1.0946325202048555,0.7312252623028351,8
C01-L,L,C01-L-08.tif,11.469346091546768,1.0729094036837918,0.7682012778117698,8
C01-L,L,C01-L-08.tif,13.855897941636451,1.057423466188922,0.8189066947418965,8
C01-L,L,C01-L-08.tif,12.884857771573127,1.043073119055969,0.9278689865969304,8
C01-L,L,C01-L-08.tif,6.849612477001458,1.0703986417893199,0.9570906281607356,7
C01-L,L,C01-L-08.tif,5.871427426613504,,,0
C01-L,L,C01-L-08.tif,9.865403659006608,1.0650604725808368,0.7858337171923828,7
C01-L,L,C01-L-08.tif,11.772552889706958,1.0421078002998263,0.7541511277947706,7
C01-L,L,C01-L-08.tif,5.548999065682753,,,0
C01-L,L,C01-L-08.tif,8.364395884090078,1.049041309483376,0.8580100666435881,7
C01-L,L,C01-L-08.tif,5.71248854077351,,,0
